Date,Product,Region,Quantity
2025-02-06,Industrial_Parts,South,65
2025-02-06,Electronics,East,202
2025-02-06,Clothing,East,128
2025-02-06,Home_Decor,East,169
2025-02-06,Perishables,East,177
2025-02-06,Industrial_Parts,East,113
2025-02-06,Electronics,West,116
2025-02-06,Clothing,West,184
2025-02-06,Home_Decor,West,170
2025-02-06,Perishables,West,52
2025-02-06,Industrial_Parts,West,106
2025-02-07,Electronics,North,200
2025-02-07,Clothing,North,169
2025-02-07,Home_Decor,North,59
2025-02-07,Perishables,North,60
2025-02-07,Industrial_Parts,North,169
2025-02-07,Electronics,South,57
2025-02-07,Clothing,South,129
2025-02-07,Home_Decor,South,138
2025-02-07,Perishables,South,165
2025-02-07,Industrial_Parts,South,162
2025-02-07,Electronics,East,65
2025-02-07,Clothing,East,195
2025-02-07,Home_Decor,East,94
2025-02-07,Perishables,East,166
2025-02-07,Industrial_Parts,East,211
2025-02-07,Electronics,West,47
2025-02-07,Clothing,West,158
2025-02-07,Home_Decor,West,180
2025-02-07,Perishables,West,136
2025-02-07,Industrial_Parts,West,91
2025-02-08,Electronics,North,124
2025-02-08,Clothing,North,80
2025-02-08,Home_Decor,North,177
2025-02-08,Perishables,North,190
2025-02-08,Industrial_Parts,North,68
2025-02-08,Electronics,South,77
2025-02-08,Clothing,South,178
2025-02-08,Home_Decor,South,158
2025-02-08,Perishables,South,103
2025-02-08,Industrial_Parts,South,112
2025-02-08,Electronics,East,198
2025-02-08,Clothing,East,83
2025-02-08,Home_Decor,East,99
2025-02-08,Perishables,East,118
2025-02-08,Industrial_Parts,East,89
2025-02-08,Electronics,West,168
2025-02-08,Clothing,West,143
2025-02-08,Home_Decor,West,49
2025-02-08,Perishables,West,37
2025-02-08,Industrial_Parts,West,115
2025-02-09,Electronics,North,62
2025-02-09,Clothing,North,103
2025-02-09,Home_Decor,North,110
2025-02-09,Perishables,North,187
2025-02-09,Industrial_Parts,North,102
2025-02-09,Electronics,South,155
2025-02-09,Clothing,South,86
2025-02-09,Home_Decor,South,160
2025-02-09,Perishables,South,129
2025-02-09,Industrial_Parts,South,176
2025-02-09,Electronics,East,176
2025-02-09,Clothing,East,208
2025-02-09,Home_Decor,East,126
2025-02-09,Perishables,East,192
2025-02-09,Industrial_Parts,East,121
2025-02-09,Electronics,West,143
2025-02-09,Clothing,West,177
2025-02-09,Home_Decor,West,83
2025-02-09,Perishables,West,131
2025-02-09,Industrial_Parts,West,74
2025-02-10,Electronics,North,42
2025-02-10,Clothing,North,179
2025-02-10,Home_Decor,North,220
2025-02-10,Perishables,North,177
2025-02-10,Industrial_Parts,North,124
2025-02-10,Electronics,South,230
2025-02-10,Clothing,South,195
2025-02-10,Home_Decor,South,62
2025-02-10,Perishables,South,57
2025-02-10,Industrial_Parts,South,187
2025-02-10,Electronics,East,197
2025-02-10,Clothing,East,210
2025-02-10,Home_Decor,East,161
2025-02-10,Perishables,East,218
2025-02-10,Industrial_Parts,East,150
2025-02-10,Electronics,West,71
2025-02-10,Clothing,West,180
2025-02-10,Home_Decor,West,154
2025-02-10,Perishables,West,55
2025-02-10,Industrial_Parts,West,181
2025-02-11,Electronics,North,141
2025-02-11,Clothing,North,179
2025-02-11,Home_Decor,North,88
2025-02-11,Perishables,North,189
2025-02-11,Industrial_Parts,North,112
2025-02-11,Electronics,South,100
2025-02-11,Clothing,South,110
2025-02-11,Home_Decor,South,149
2025-02-11,Perishables,South,225
2025-02-11,Industrial_Parts,South,123
2025-02-11,Electronics,East,149
2025-02-11,Clothing,East,59
2025-02-11,Home_Decor,East,160
2025-02-11,Perishables,East,92
2025-02-11,Industrial_Parts,East,52
2025-02-11,Electronics,West,68
2025-02-11,Clothing,West,71
2025-02-11,Home_Decor,West,176
2025-02-11,Perishables,West,162
2025-02-11,Industrial_Parts,West,54
2025-02-12,Electronics,North,166
2025-02-12,Clothing,North,165
2025-02-12,Home_Decor,North,108
2025-02-12,Perishables,North,148
2025-02-12,Industrial_Parts,North,93
2025-02-12,Electronics,South,121
2025-02-12,Clothing,South,157
2025-02-12,Home_Decor,South,146
2025-02-12,Perishables,South,154
2025-02-12,Industrial_Parts,South,62
2025-02-12,Electronics,East,158
2025-02-12,Clothing,East,226
2025-02-12,Home_Decor,East,155
2025-02-12,Perishables,East,110
2025-02-12,Industrial_Parts,East,147
2025-02-12,Electronics,West,67
2025-02-12,Clothing,West,196
2025-02-12,Home_Decor,West,105
2025-02-12,Perishables,West,164
2025-02-12,Industrial_Parts,West,184
2025-02-13,Electronics,North,79
2025-02-13,Clothing,North,88
2025-02-13,Home_Decor,North,202
2025-02-13,Perishables,North,169
2025-02-13,Industrial_Parts,North,72
2025-02-13,Electronics,South,138
2025-02-13,Clothing,South,199
2025-02-13,Home_Decor,South,63
2025-02-13,Perishables,South,229
2025-02-13,Industrial_Parts,South,152
2025-02-13,Electronics,East,134
2025-02-13,Clothing,East,147
2025-02-13,Home_Decor,East,101
2025-02-13,Perishables,East,61
2025-02-13,Industrial_Parts,East,162
2025-02-13,Electronics,West,109
2025-02-13,Clothing,West,120
2025-02-13,Home_Decor,West,74
2025-02-13,Perishables,West,200
2025-02-13,Industrial_Parts,West,192
2025-02-14,Electronics,North,82
2025-02-14,Clothing,North,173
2025-02-14,Home_Decor,North,178
2025-02-14,Perishables,North,149
2025-02-14,Industrial_Parts,North,70
2025-02-14,Electronics,South,62
2025-02-14,Clothing,South,190
2025-02-14,Home_Decor,South,84
2025-02-14,Perishables,South,139
2025-02-14,Industrial_Parts,South,85
2025-02-14,Electronics,East,161
2025-02-14,Clothing,East,211
2025-02-14,Home_Decor,East,131
2025-02-14,Perishables,East,113
2025-02-14,Industrial_Parts,East,98
2025-02-14,Electronics,West,96
2025-02-14,Clothing,West,105
2025-02-14,Home_Decor,West,77
2025-02-14,Perishables,West,171
2025-02-14,Industrial_Parts,West,92
2025-02-15,Electronics,North,132
2025-02-15,Clothing,North,171
2025-02-15,Home_Decor,North,214
2025-02-15,Perishables,North,201
2025-02-15,Industrial_Parts,North,151
2025-02-15,Electronics,South,111
2025-02-15,Clothing,South,163
2025-02-15,Home_Decor,South,158
2025-02-15,Perishables,South,206
2025-02-15,Industrial_Parts,South,198
2025-02-15,Electronics,East,205
2025-02-15,Clothing,East,184
2025-02-15,Home_Decor,East,96
2025-02-15,Perishables,East,56
2025-02-15,Industrial_Parts,East,171
2025-02-15,Electronics,West,180
2025-02-15,Clothing,West,80
2025-02-15,Home_Decor,West,62
2025-02-15,Perishables,West,208
2025-02-15,Industrial_Parts,West,87
2025-02-16,Electronics,North,152
2025-02-16,Clothing,North,95
2025-02-16,Home_Decor,North,94
2025-02-16,Perishables,North,141
2025-02-16,Industrial_Parts,North,159
2025-02-16,Electronics,South,146
2025-02-16,Clothing,South,109
2025-02-16,Home_Decor,South,105
2025-02-16,Perishables,South,99
2025-02-16,Industrial_Parts,South,142
2025-02-16,Electronics,East,60
2025-02-16,Clothing,East,211
2025-02-16,Home_Decor,East,201
2025-02-16,Perishables,East,171
2025-02-16,Industrial_Parts,East,208
2025-02-16,Electronics,West,149
2025-02-16,Clothing,West,201
2025-02-16,Home_Decor,West,141
2025-02-16,Perishables,West,149
2025-02-16,Industrial_Parts,West,126
2025-02-17,Electronics,North,185
2025-02-17,Clothing,North,135
2025-02-17,Home_Decor,North,136
2025-02-17,Perishables,North,201
2025-02-17,Industrial_Parts,North,175
2025-02-17,Electronics,South,154
2025-02-17,Clothing,South,65
2025-02-17,Home_Decor,South,143
2025-02-17,Perishables,South,60
2025-02-17,Industrial_Parts,South,191
2025-02-17,Electronics,East,95
2025-02-17,Clothing,East,162
2025-02-17,Home_Decor,East,155
2025-02-17,Perishables,East,46
2025-02-17,Industrial_Parts,East,146
2025-02-17,Electronics,West,121
2025-02-17,Clothing,West,149
2025-02-17,Home_Decor,West,230
2025-02-17,Perishables,West,94
2025-02-17,Industrial_Parts,West,71
2025-02-18,Electronics,North,194
2025-02-18,Clothing,North,69
2025-02-18,Home_Decor,North,159
2025-02-18,Perishables,North,54
2025-02-18,Industrial_Parts,North,92
2025-02-18,Electronics,South,153
2025-02-18,Clothing,South,204
2025-02-18,Home_Decor,South,93
2025-02-18,Perishables,South,104
2025-02-18,Industrial_Parts,South,135
2025-02-18,Electronics,East,163
2025-02-18,Clothing,East,183
2025-02-18,Home_Decor,East,91
2025-02-18,Perishables,East,168
2025-02-18,Industrial_Parts,East,63
2025-02-18,Electronics,West,53
2025-02-18,Clothing,West,66
2025-02-18,Home_Decor,West,128
2025-02-18,Perishables,West,170
2025-02-18,Industrial_Parts,West,97
2025-02-19,Electronics,North,159
2025-02-19,Clothing,North,137
2025-02-19,Home_Decor,North,93
2025-02-19,Perishables,North,86
2025-02-19,Industrial_Parts,North,66
2025-02-19,Electronics,South,143
2025-02-19,Clothing,South,72
2025-02-19,Home_Decor,South,171
2025-02-19,Perishables,South,166
2025-02-19,Industrial_Parts,South,214
2025-02-19,Electronics,East,177
2025-02-19,Clothing,East,205
2025-02-19,Home_Decor,East,190
2025-02-19,Perishables,East,178
2025-02-19,Industrial_Parts,East,102
2025-02-19,Electronics,West,98
2025-02-19,Clothing,West,222
2025-02-19,Home_Decor,West,92
2025-02-19,Perishables,West,77
2025-02-19,Industrial_Parts,West,130
2025-02-20,Electronics,North,188
2025-02-20,Clothing,North,185
2025-02-20,Home_Decor,North,77
2025-02-20,Perishables,North,137
2025-02-20,Industrial_Parts,North,127
2025-02-20,Electronics,South,92
2025-02-20,Clothing,South,89
2025-02-20,Home_Decor,South,168
2025-02-20,Perishables,South,62
2025-02-20,Industrial_Parts,South,165
2025-02-20,Electronics,East,171
2025-02-20,Clothing,East,214
2025-02-20,Home_Decor,East,223
2025-02-20,Perishables,East,122
2025-02-20,Industrial_Parts,East,119
2025-02-20,Electronics,West,229
2025-02-20,Clothing,West,89
2025-02-20,Home_Decor,West,120
2025-02-20,Perishables,West,61
2025-02-20,Industrial_Parts,West,93
2025-02-21,Electronics,North,69
2025-02-21,Clothing,North,74
2025-02-21,Home_Decor,North,122
2025-02-21,Perishables,North,106
2025-02-21,Industrial_Parts,North,144
2025-02-21,Electronics,South,62
2025-02-21,Clothing,South,87
2025-02-21,Home_Decor,South,84
2025-02-21,Perishables,South,76
2025-02-21,Industrial_Parts,South,213
2025-02-21,Electronics,East,85
2025-02-21,Clothing,East,146
2025-02-21,Home_Decor,East,97
2025-02-21,Perishables,East,180
2025-02-21,Industrial_Parts,East,130
2025-02-21,Electronics,West,219
2025-02-21,Clothing,West,155
2025-02-21,Home_Decor,West,127
2025-02-21,Perishables,West,54
2025-02-21,Industrial_Parts,West,136
2025-02-22,Electronics,North,215
2025-02-22,Clothing,North,206
2025-02-22,Home_Decor,North,191
2025-02-22,Perishables,North,172
2025-02-22,Industrial_Parts,North,78
2025-02-22,Electronics,South,219
2025-02-22,Clothing,South,193
2025-02-22,Home_Decor,South,216
2025-02-22,Perishables,South,158
2025-02-22,Industrial_Parts,South,98
2025-02-22,Electronics,East,99
2025-02-22,Clothing,East,95
2025-02-22,Home_Decor,East,172
2025-02-22,Perishables,East,136
2025-02-22,Industrial_Parts,East,115
2025-02-22,Electronics,West,82
2025-02-22,Clothing,West,76
2025-02-22,Home_Decor,West,120
2025-02-22,Perishables,West,151
2025-02-22,Industrial_Parts,West,161
2025-02-23,Electronics,North,122
2025-02-23,Clothing,North,215
2025-02-23,Home_Decor,North,96
2025-02-23,Perishables,North,149
2025-02-23,Industrial_Parts,North,216
2025-02-23,Electronics,South,163
2025-02-23,Clothing,South,155
2025-02-23,Home_Decor,South,195
2025-02-23,Perishables,South,219
2025-02-23,Industrial_Parts,South,106
2025-02-23,Electronics,East,227
2025-02-23,Clothing,East,152
2025-02-23,Home_Decor,East,157
2025-02-23,Perishables,East,207
2025-02-23,Industrial_Parts,East,140
2025-02-23,Electronics,West,177
2025-02-23,Clothing,West,140
2025-02-23,Home_Decor,West,129
2025-02-23,Perishables,West,52
2025-02-23,Industrial_Parts,West,120
2025-02-24,Electronics,North,199
2025-02-24,Clothing,North,116
2025-02-24,Home_Decor,North,134
2025-02-24,Perishables,North,69
2025-02-24,Industrial_Parts,North,188
2025-02-24,Electronics,South,191
2025-02-24,Clothing,South,84
2025-02-24,Home_Decor,South,53
2025-02-24,Perishables,South,183
2025-02-24,Industrial_Parts,South,186
2025-02-24,Electronics,East,122
2025-02-24,Clothing,East,198
2025-02-24,Home_Decor,East,145
2025-02-24,Perishables,East,225
2025-02-24,Industrial_Parts,East,78
2025-02-24,Electronics,West,59
2025-02-24,Clothing,West,182
2025-02-24,Home_Decor,West,121
2025-02-24,Perishables,West,124
2025-02-24,Industrial_Parts,West,114
2025-02-25,Electronics,North,184
2025-02-25,Clothing,North,198
2025-02-25,Home_Decor,North,179
2025-02-25,Perishables,North,90
2025-02-25,Industrial_Parts,North,122
2025-02-25,Electronics,South,82
2025-02-25,Clothing,South,104
2025-02-25,Home_Decor,South,142
2025-02-25,Perishables,South,172
2025-02-25,Industrial_Parts,South,113
2025-02-25,Electronics,East,198
2025-02-25,Clothing,East,219
2025-02-25,Home_Decor,East,165
2025-02-25,Perishables,East,133
2025-02-25,Industrial_Parts,East,86
2025-02-25,Electronics,West,137
2025-02-25,Clothing,West,89
2025-02-25,Home_Decor,West,201
2025-02-25,Perishables,West,187
2025-02-25,Industrial_Parts,West,180
2025-02-26,Electronics,North,75
2025-02-26,Clothing,North,146
2025-02-26,Home_Decor,North,102
2025-02-26,Perishables,North,196
2025-02-26,Industrial_Parts,North,61
2025-02-26,Electronics,South,205
2025-02-26,Clothing,South,75
2025-02-26,Home_Decor,South,184
2025-02-26,Perishables,South,126
2025-02-26,Industrial_Parts,South,177
2025-02-26,Electronics,East,201
2025-02-26,Clothing,East,201
2025-02-26,Home_Decor,East,129
2025-02-26,Perishables,East,201
2025-02-26,Industrial_Parts,East,139
2025-02-26,Electronics,West,159
2025-02-26,Clothing,West,220
2025-02-26,Home_Decor,West,148
2025-02-26,Perishables,West,237
2025-02-26,Industrial_Parts,West,163
2025-02-27,Electronics,North,172
2025-02-27,Clothing,North,203
2025-02-27,Home_Decor,North,66
2025-02-27,Perishables,North,65
2025-02-27,Industrial_Parts,North,219
2025-02-27,Electronics,South,80
2025-02-27,Clothing,South,206
2025-02-27,Home_Decor,South,183
2025-02-27,Perishables,South,59
2025-02-27,Industrial_Parts,South,52
2025-02-27,Electronics,East,217
2025-02-27,Clothing,East,88
2025-02-27,Home_Decor,East,215
2025-02-27,Perishables,East,205
2025-02-27,Industrial_Parts,East,176
2025-02-27,Electronics,West,84
2025-02-27,Clothing,West,125
2025-02-27,Home_Decor,West,93
2025-02-27,Perishables,West,209
2025-02-27,Industrial_Parts,West,72
2025-02-28,Electronics,North,221
2025-02-28,Clothing,North,191
2025-02-28,Home_Decor,North,185
2025-02-28,Perishables,North,161
2025-02-28,Industrial_Parts,North,134
2025-02-28,Electronics,South,65
2025-02-28,Clothing,South,140
2025-02-28,Home_Decor,South,69
2025-02-28,Perishables,South,178
2025-02-28,Industrial_Parts,South,54
2025-02-28,Electronics,East,185
2025-02-28,Clothing,East,151
2025-02-28,Home_Decor,East,159
2025-02-28,Perishables,East,88
2025-02-28,Industrial_Parts,East,84
2025-02-28,Electronics,West,76
2025-02-28,Clothing,West,112
2025-02-28,Home_Decor,West,111
2025-02-28,Perishables,West,154
2025-02-28,Industrial_Parts,West,211
2025-03-01,Electronics,North,188
2025-03-01,Clothing,North,88
2025-03-01,Home_Decor,North,176
2025-03-01,Perishables,North,179
2025-03-01,Industrial_Parts,North,97
2025-03-01,Electronics,South,67
2025-03-01,Clothing,South,230
2025-03-01,Home_Decor,South,204
2025-03-01,Perishables,South,190
2025-03-01,Industrial_Parts,South,193
2025-03-01,Electronics,East,181
2025-03-01,Clothing,East,169
2025-03-01,Home_Decor,East,188
2025-03-01,Perishables,East,197
2025-03-01,Industrial_Parts,East,104
2025-03-01,Electronics,West,96
2025-03-01,Clothing,West,126
2025-03-01,Home_Decor,West,136
2025-03-01,Perishables,West,160
2025-03-01,Industrial_Parts,West,185
2025-03-02,Electronics,North,218
2025-03-02,Clothing,North,109
2025-03-02,Home_Decor,North,100
2025-03-02,Perishables,North,172
2025-03-02,Industrial_Parts,North,186
2025-03-02,Electronics,South,139
2025-03-02,Clothing,South,194
2025-03-02,Home_Decor,South,77
2025-03-02,Perishables,South,116
2025-03-02,Industrial_Parts,South,209
2025-03-02,Electronics,East,212
2025-03-02,Clothing,East,195
2025-03-02,Home_Decor,East,112
2025-03-02,Perishables,East,133
2025-03-02,Industrial_Parts,East,81
2025-03-02,Electronics,West,232
2025-03-02,Clothing,West,168
2025-03-02,Home_Decor,West,108
2025-03-02,Perishables,West,158
2025-03-02,Industrial_Parts,West,111
2025-03-03,Electronics,North,219
2025-03-03,Clothing,North,199
2025-03-03,Home_Decor,North,168
2025-03-03,Perishables,North,109
2025-03-03,Industrial_Parts,North,86
2025-03-03,Electronics,South,159
2025-03-03,Clothing,South,57
2025-03-03,Home_Decor,South,78
2025-03-03,Perishables,South,131
2025-03-03,Industrial_Parts,South,50
2025-03-03,Electronics,East,199
2025-03-03,Clothing,East,209
2025-03-03,Home_Decor,East,151
2025-03-03,Perishables,East,70
2025-03-03,Industrial_Parts,East,212
2025-03-03,Electronics,West,210
2025-03-03,Clothing,West,170
2025-03-03,Home_Decor,West,100
2025-03-03,Perishables,West,228
2025-03-03,Industrial_Parts,West,44
2025-03-04,Electronics,North,68
2025-03-04,Clothing,North,152
2025-03-04,Home_Decor,North,126
2025-03-04,Perishables,North,216
2025-03-04,Industrial_Parts,North,226
2025-03-04,Electronics,South,186
2025-03-04,Clothing,South,88
2025-03-04,Home_Decor,South,151
2025-03-04,Perishables,South,156
2025-03-04,Industrial_Parts,South,83
2025-03-04,Electronics,East,163
2025-03-04,Clothing,East,220
2025-03-04,Home_Decor,East,107
2025-03-04,Perishables,East,77
2025-03-04,Industrial_Parts,East,100
2025-03-04,Electronics,West,133
2025-03-04,Clothing,West,86
2025-03-04,Home_Decor,West,117
2025-03-04,Perishables,West,90
2025-03-04,Industrial_Parts,West,180
2025-03-05,Electronics,North,142
2025-03-05,Clothing,North,63
2025-03-05,Home_Decor,North,124
2025-03-05,Perishables,North,150
2025-03-05,Industrial_Parts,North,183
2025-03-05,Electronics,South,133
2025-03-05,Clothing,South,200
2025-03-05,Home_Decor,South,50
2025-03-05,Perishables,South,176
2025-03-05,Industrial_Parts,South,194
2025-03-05,Electronics,East,152
2025-03-05,Clothing,East,220
2025-03-05,Home_Decor,East,64
2025-03-05,Perishables,East,89
2025-03-05,Industrial_Parts,East,197
2025-03-05,Electronics,West,56
2025-03-05,Clothing,West,118
2025-03-05,Home_Decor,West,195
2025-03-05,Perishables,West,188
2025-03-05,Industrial_Parts,West,103
2025-03-06,Electronics,North,75
2025-03-06,Clothing,North,195
2025-03-06,Home_Decor,North,94
2025-03-06,Perishables,North,135
2025-03-06,Industrial_Parts,North,70
2025-03-06,Electronics,South,45
2025-03-06,Clothing,South,123
2025-03-06,Home_Decor,South,103
2025-03-06,Perishables,South,74
2025-03-06,Industrial_Parts,South,167
2025-03-06,Electronics,East,204
2025-03-06,Clothing,East,158
2025-03-06,Home_Decor,East,72
2025-03-06,Perishables,East,189
2025-03-06,Industrial_Parts,East,70
2025-03-06,Electronics,West,83
2025-03-06,Clothing,West,65
2025-03-06,Home_Decor,West,163
2025-03-06,Perishables,West,206
2025-03-06,Industrial_Parts,West,62
2025-03-07,Electronics,North,211
2025-03-07,Clothing,North,118
2025-03-07,Home_Decor,North,166
2025-03-07,Perishables,North,197
2025-03-07,Industrial_Parts,North,90
2025-03-07,Electronics,South,96
2025-03-07,Clothing,South,174
2025-03-07,Home_Decor,South,152
2025-03-07,Perishables,South,201
2025-03-07,Industrial_Parts,South,163
2025-03-07,Electronics,East,187
2025-03-07,Clothing,East,146
2025-03-07,Home_Decor,East,114
2025-03-07,Perishables,East,180
2025-03-07,Industrial_Parts,East,61
2025-03-07,Electronics,West,235
2025-03-07,Clothing,West,99
2025-03-07,Home_Decor,West,64
2025-03-07,Perishables,West,223
2025-03-07,Industrial_Parts,West,186
2025-03-08,Electronics,North,200
2025-03-08,Clothing,North,96
2025-03-08,Home_Decor,North,138
2025-03-08,Perishables,North,122
2025-03-08,Industrial_Parts,North,32
2025-03-08,Electronics,South,120
2025-03-08,Clothing,South,76
2025-03-08,Home_Decor,South,94
2025-03-08,Perishables,South,111
2025-03-08,Industrial_Parts,South,124
2025-03-08,Electronics,East,183
2025-03-08,Clothing,East,85
2025-03-08,Home_Decor,East,99
2025-03-08,Perishables,East,98
2025-03-08,Industrial_Parts,East,217
2025-03-08,Electronics,West,165
2025-03-08,Clothing,West,147
2025-03-08,Home_Decor,West,75
2025-03-08,Perishables,West,218
2025-03-08,Industrial_Parts,West,90
2025-03-09,Electronics,North,134
2025-03-09,Clothing,North,122
2025-03-09,Home_Decor,North,81
2025-03-09,Perishables,North,191
2025-03-09,Industrial_Parts,North,206
2025-03-09,Electronics,South,179
2025-03-09,Clothing,South,196
2025-03-09,Home_Decor,South,105
2025-03-09,Perishables,South,77
2025-03-09,Industrial_Parts,South,186
2025-03-09,Electronics,East,146
2025-03-09,Clothing,East,141
2025-03-09,Home_Decor,East,167
2025-03-09,Perishables,East,165
2025-03-09,Industrial_Parts,East,107
2025-03-09,Electronics,West,175
2025-03-09,Clothing,West,211
2025-03-09,Home_Decor,West,206
2025-03-09,Perishables,West,243
2025-03-09,Industrial_Parts,West,117
2025-03-10,Electronics,North,69
2025-03-10,Clothing,North,227
2025-03-10,Home_Decor,North,211
2025-03-10,Perishables,North,66
2025-03-10,Industrial_Parts,North,177
2025-03-10,Electronics,South,85
2025-03-10,Clothing,South,148
2025-03-10,Home_Decor,South,164
2025-03-10,Perishables,South,179
2025-03-10,Industrial_Parts,South,224
2025-03-10,Electronics,East,186
2025-03-10,Clothing,East,179
2025-03-10,Home_Decor,East,168
2025-03-10,Perishables,East,91
2025-03-10,Industrial_Parts,East,102
2025-03-10,Electronics,West,177
2025-03-10,Clothing,West,105
2025-03-10,Home_Decor,West,100
2025-03-10,Perishables,West,90
2025-03-10,Industrial_Parts,West,206
2025-03-11,Electronics,North,216
2025-03-11,Clothing,North,210
2025-03-11,Home_Decor,North,218
2025-03-11,Perishables,North,204
2025-03-11,Industrial_Parts,North,82
2025-03-11,Electronics,South,247
2025-03-11,Clothing,South,170
2025-03-11,Home_Decor,South,189
2025-03-11,Perishables,South,203
2025-03-11,Industrial_Parts,South,90
2025-03-11,Electronics,East,160
2025-03-11,Clothing,East,174
